Page,Pageviews,Avg. Time on Page,Entrances,Bounce Rate
/animal-shelter/animals/60495,86,28,8,-25.0
/animal-shelter/animals/61023,86,10,0,-0.0
/animal-shelter/animals/61288,86,11,0,-0.0
/animal-shelter/animals/61888,86,16,2,-50.0
/council/legislation/Ordinance/2016/16-14,86,212,48,-58.33
/data,86,160,50,-62.0
/documents/viewDocument.php?document_id=278,86,24,50,-56.0
/engineering/projects/allen-4th,86,63,9,-66.67
/engineering/projects/crosswalks,86,28,15,-53.33
/farmers-market/vendors/ahlawan-payne,86,13,2,-0.0
/farmers-market/vendors/white-river-bonsai-nursery,86,46,43,-81.4
/housing/rental-rehab-loan,86,31,4,-0.0
/index.php/recreation/sports,86,44,32,-34.38
/parks/employment/recreation-leader-banneker-view-afterschool-program,86,51,5,-80.0
/parks/employment/zamboni-drivermaintenance-laborer-ii-frank-southern-ice-arena,86,71,2,-100.0
/planning/bids/west-3rd,86,77,52,-61.54
/animal-shelter/animals/60754,85,17,7,-85.71
/animal-shelter/animals/60936,85,21,0,-0.0
/animal-shelter/animals/61036,85,31,3,-66.67
/animal-shelter/animals/61771,85,21,0,-0.0
/farmers-market/vendors/bloomush,85,42,4,-100.0
/farmers-market/vendors/goldleaf-hydroponics,85,50,37,-91.89
/farmers-market/vendors/perry-richardson-produce-farms,85,70,41,-87.8
/news/2014/12/04/1615,85,43,44,-47.73
/recreation/programs/10298,85,48,24,-70.83
/recreation/programs/10440,85,114,54,-68.52
/recreation/programs/10656,85,113,9,-77.78
/animal-shelter/animals/56553,84,9,2,-100.0
/animal-shelter/animals/59486,84,62,7,-85.71
/animal-shelter/animals/60734,84,23,0,-0.0
/animal-shelter/animals/60865,84,18,3,-33.33
/animal-shelter/animals/61678,84,19,0,-0.0
/council/legislation/Ordinance/2017/17-29,84,187,51,-72.55
/farmers-market/vendors/flying-pig,84,96,19,-73.68
/farmers-market/vendors/stonewall-maple-syrup,84,99,44,-86.36
/index.php/animal-shelter/animals/59659,84,24,0,-0.0
/index.php/parks/parks/ferguson-dog-park,84,76,70,-60.0
/locations/viewLocation.php?location_id=60,84,42,55,-60.0
/news/2016/12/28/1259,84,120,50,-56.0
/news/2017/07/13/989,84,48,40,-47.5
/recreation/programs/10423,84,10,2,-100.0
/transportation/parking/downtown-parking/6th-and-lincoln-parking-lot,84,31,12,-0.0
/animal-shelter/animals/58740,83,7,1,-100.0
/animal-shelter/animals/59054,83,39,2,-0.0
/animal-shelter/animals/59625,83,13,3,-33.33
/animal-shelter/animals/59802,83,54,8,-62.5
/animal-shelter/animals/60272,83,9,3,-100.0
/animal-shelter/animals/60411,83,7,0,-0.0
/farmers-market/vendors/risin-creek-creamery,83,66,38,-89.47
/index.php/animal-shelter/animals/60017,83,7,0,-0.0
/index.php/recreation/programs/10617,83,124,19,-78.95
/news/2017/07/11/979,83,177,42,-59.52
/news/2018/12/11/3794,83,228,36,-69.44
/open311-proxy/embed?client=2,83,76,16,-12.5
/recreation/programs/10652,83,117,10,-100.0
/animal-shelter/animals/58619,82,4,1,-0.0
/animal-shelter/animals/59636,82,9,3,-66.67
/animal-shelter/animals/60501,82,24,6,-50.0
/animal-shelter/animals/60706,82,9,0,-0.0
/animal-shelter/animals/61004,82,6,10,-70.0
/animal-shelter/animals/61329,82,14,0,-0.0
/animal-shelter/animals/61394,82,23,1,-0.0
/animal-shelter/animals/61711,82,8,2,-50.0
/boards/human-rights/meetings/2018,82,81,6,-100.0
/index.php/animal-shelter/animals/58632,82,15,1,-0.0
/index.php/farmers-market/vendors,82,22,2,-50.0
/index.php/parks/facilities/frank-southern,82,98,31,-38.71
/index.php/parks/parks/rca-community-park,82,29,57,-64.91
/latino/somos-tus-vecinos,82,333,69,-94.2
/news/2017/05/24/759,82,101,17,-82.35
/news/2018/06/28/3581,82,104,27,-85.19
/news/2018/09/24/3700,82,178,53,-96.23
/parks/employment/kid-city-camp-activities-coordinator,82,51,3,-0.0
/parks/trails/b-line-trail/backers,82,51,26,-61.54
/recreation/programs/10421,82,28,2,-50.0
/recreation/programs/10607,82,108,7,-85.71
/about/walking-tours/north-indiana,81,58,6,-100.0
/animal-shelter/animals/59979,81,27,7,-57.14
/animal-shelter/animals/61593,81,21,1,-100.0
/animal-shelter/animals/61975,81,17,1,-0.0
/council/legislation/Ordinance/2012/12-27,81,191,54,-61.11
/departments/public-works/street-division,81,12,36,-16.67
/index.php/departments/parks,81,153,9,-33.33
/index.php/departments/utilities,81,34,9,-44.44
/recreation/programs/10384,81,34,18,-11.11
/recreation/programs/10425,81,13,2,-50.0
/recreation/programs/10483,81,76,20,-65.0
/animal-shelter/animals/58106,80,14,0,-0.0
/animal-shelter/animals/58817,80,6,0,-0.0
/animal-shelter/animals/59148,80,43,1,-0.0
/animal-shelter/animals/59439,80,11,2,-100.0
/animal-shelter/animals/60834,80,175,26,-73.08
/animal-shelter/animals/61021,80,32,5,-80.0
/animal-shelter/animals/61566,80,18,0,-0.0
/animal-shelter/animals/61695,80,9,1,-100.0
/directorycfrd,80,33,64,-73.44
/directoryutilities/,80,100,51,-47.06
/directoryvolunteer,80,20,56,-53.57
/index.php/animal-shelter/animals/59221,80,27,1,-100.0
/index.php/parks/registration,80,128,2,-0.0
/news/2017/12/29/3052,80,49,48,-50.0
/parks/employment/concession-attendant-twin-lakes-sports-park,80,68,1,-100.0
/recreation/programs/10399,80,27,15,-26.67
/sections/viewSection.php?section_id=552,80,7,73,-89.04
/animal-shelter/animals/59551,79,34,2,-100.0
/animal-shelter/animals/59845,79,13,0,-0.0
/animal-shelter/animals/60705,79,7,0,-0.0
/animal-shelter/animals/61318,79,25,10,-50.0
/animal-shelter/animals/61322,79,27,1,-100.0
/animal-shelter/animals/61480,79,13,0,-0.0
/animal-shelter/animals/61589,79,37,5,-80.0
/animal-shelter/animals/61597,79,25,1,-100.0
/animal-shelter/animals/61788,79,8,0,-0.0
/animal-shelter/animals/61802,79,8,0,-0.0
/mlk-legacy-award/past-recipients,79,81,27,-62.96
/news/2018/03/28/3430,79,108,48,-75.0
/news/2018/05/30/3549,79,137,33,-69.7
/search/node?keys=budget,79,14,4,-0.0
/search/node?keys=email,79,48,1,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-QWDoQaa6R11x9IXnfnim57Y2lu6Wxrq30vX6fbZUO18&form_id=asm_animalsearchform&op=Search,78,8,2,-0.0
/animal-shelter/animals/59457,78,14,1,-0.0
/animal-shelter/animals/60105,78,19,5,-40.0
/animal-shelter/animals/60170,78,21,0,-0.0
/animal-shelter/animals/60313,78,48,1,-100.0
/animal-shelter/animals/60621,78,23,3,-66.67
/animal-shelter/animals/61048,78,50,1,-0.0
/animal-shelter/animals/61363,78,16,0,-0.0
/animal-shelter/animals/61428,78,69,4,-50.0
/business/start/physical/retail,78,76,5,-60.0
/documents/viewDocument.php?document_id=1016,78,85,57,-73.68
/farmers-market/vendors/poseys-and-pumpkins,78,79,34,-79.41
/index.php/animal-shelter/animals/60032,78,8,0,-0.0
/index.php/animal-shelter/animals/60095,78,18,0,-0.0
/mayor/speeches/2017/02/16/992,78,78,12,-50.0
/media/media/application/pdf/4997.pdf,78,42,46,-50.0
/news/2017/03/21/2346,78,98,42,-50.0
/news/2018/04/26/3507,78,99,49,-93.88
/recreation/programs/10447,78,35,56,-89.29
/recreation/programs/10476,78,192,13,-61.54
/search/node?keys=Utilities,78,15,3,-33.33
/animal-shelter/animals/58877,77,18,0,-0.0
/animal-shelter/animals/60598,77,17,0,-0.0
/animal-shelter/animals/60841,77,7,0,-0.0
/animal-shelter/animals/60949,77,72,7,-42.86
/animal-shelter/animals/61248,77,15,2,-50.0
/animal-shelter/animals/61345,77,30,1,-100.0
/boards/environment/meetings/2018,77,101,2,-0.0
/boards/hearing-officer,77,35,19,-68.42
/citizens-academy/class/1,77,126,2,-100.0
/index.php/animal-shelter/animals/59495,77,15,0,-0.0
/index.php/transportation/parking/monthly-parking,77,301,12,-66.67
/news/2017/05/09/2513,77,84,41,-73.17
/news/2018/04/06/3470,77,99,41,-87.8
/news/2018/05/15/3538,77,124,54,-94.44
/news/2018/06/01/3552,77,158,35,-85.71
/news/2018/11,77,25,4,-50.0
/parks/employment/landscaping,77,37,8,-0.0
/public-safety/annual-reports,77,90,1,-0.0
/recreation/programs/10486,77,55,13,-76.92
/recreation/programs/10518,77,101,4,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-IC1i9vLIY0CzDcIfKHR-oaC5bo8eOxEauYK1H4gWkmA&form_id=asm_animalsearchform&op=Search,76,4,6,-0.0
/animal-shelter/animals/58296,76,11,0,-0.0
/animal-shelter/animals/58833,76,7,0,-0.0
/animal-shelter/animals/59618,76,11,0,-0.0
/animal-shelter/animals/59937,76,36,6,-83.33
/animal-shelter/animals/60004,76,11,2,-50.0
/animal-shelter/animals/60043,76,15,1,-100.0
/animal-shelter/animals/61437,76,19,1,-100.0
/animal-shelter/animals/61440,76,14,0,-0.0
/animal-shelter/animals/61666,76,43,1,-0.0
/business/buea/meetings/2018,76,53,5,-40.0
/business/living-wage/,76,132,39,-48.72
/engineering/projects/union-old,76,45,1,-0.0
/farmers-market/vendors/goat-conspiracy,76,35,15,-80.0
/index.php/animal-shelter/animals/58209,76,27,0,-0.0
/index.php/parks/facilities/banneker-community-center,76,154,46,-54.35
/news/2006/08/24/1951,76,72,40,-62.5
/parks/community-events/messy-mania,76,122,20,-75.0
/recreation/programs/10497,76,82,9,-88.89
/animal-shelter/animals/59246,75,17,1,-100.0
/animal-shelter/animals/59824,75,20,0,-0.0
/animal-shelter/animals/60076,75,10,0,-0.0
/animal-shelter/animals/60165,75,94,9,-66.67
/animal-shelter/animals/61714,75,10,0,-0.0
/animal-shelter/animals/61849,75,9,0,-0.0
/farmers-market/vendors/simpsons-farm-market,75,131,26,-88.46
/index.php/animal-shelter/animals/59319,75,13,0,-0.0
/index.php/departments/police/message-from-the-chief,75,208,35,-68.57
/news/2017/03/27/1448,75,110,41,-68.29
/news/2018/01/22/3084,75,83,43,-69.77
/news/2018/06/01/3553,75,153,15,-73.33
/node/3447,75,45,22,-90.91
/parks/employment/facility-attendant-twin-lakes-recreation-center,75,66,4,-100.0
/parks/employment/recreation-leader-banneker-view-after-school-program,75,70,9,-88.89
/recreation/programs/10509,75,35,1,-100.0
/search/node?keys=Animal+shelter+,75,20,4,-0.0
/search/node?keys=sanitation,75,20,1,-0.0
/about/walking-tours/north-washington-street,74,84,4,-25.0
/animal-shelter/animals?species=Dog&form_build_id=form-RRc957qvnV-nxsogGEBnceVgdP3bXLTfNSR4vMA9ZFo&form_id=asm_animalsearchform&op=Search,74,5,0,-0.0
/animal-shelter/animals/57742,74,9,3,-0.0
/animal-shelter/animals/58391,74,13,0,-0.0
/animal-shelter/animals/59106,74,27,1,-0.0
/animal-shelter/animals/59595,74,12,0,-0.0
/animal-shelter/animals/60508,74,38,2,-100.0
/animal-shelter/animals/60551,74,81,4,-50.0
/animal-shelter/animals/61637,74,16,1,-100.0
/boards/dispatch-policy/meetings/2018,74,96,4,-75.0
/documents/viewDocument.php?document_id=1035,74,23,51,-54.9
/farmers-market/prepared-food/pie-first-bakery,74,124,30,-86.67
/housing/rental-financing,74,43,10,-50.0
/index.php/recreation/sports/softball,74,195,13,-84.62
/news/2018/07/26/3616,74,145,45,-53.33
/news/2018/07/30/3620,74,105,18,-88.89
/parks/employment/kid-city-summer-camp-split-shiftfloater,74,42,0,-0.0
/parks/employment/maintenance-laborer-ii-cascades-golf-course,74,50,39,-97.44
/recreation/programs/10388,74,51,8,-25.0
/recreation/programs/10443,74,124,15,-66.67
/search/node?keys=hand,74,35,0,-0.0
/search/node?keys=staff,74,12,0,-0.0
/animal-shelter/animals/59111,73,44,4,-25.0
/animal-shelter/animals/59709,73,12,0,-0.0
/animal-shelter/animals/59803,73,28,12,-41.67
/animal-shelter/animals/60104,73,56,3,-33.33
/animal-shelter/animals/60775,73,14,0,-0.0
/animal-shelter/animals/60992,73,10,0,-0.0
/animal-shelter/animals/61278,73,28,4,-75.0
/animal-shelter/animals/61454,73,25,5,-60.0
/boards/jack-hopkins/meetings/2018,73,18,4,-100.0
/boards/zoning-appeals/meetings,73,13,8,-12.5
/farmers-market/vendors/bloomington-blueberries,73,36,9,-77.78
/farmers-market/vendors/iron-mountain-greenhouse,73,71,33,-84.85
/index.php/animal-shelter/found,73,28,0,-0.0
/index.php/news/2018/04/02/3455,73,54,42,-85.71
/news/2018/03/23/3414,73,259,51,-92.16
/news/2018/09/19/3690,73,202,32,-78.12
/node/3436,73,109,16,-81.25
/police/cad,73,6,34,-44.12
/recreation/programs/10579,73,49,6,-83.33
/recreation/programs/9528,73,83,43,-58.14
/sections/viewSection.php?section_id=130,73,31,49,-55.1
/sections/viewSection.php?section_id=466,73,26,44,-38.64
/animal-shelter/animals/58268,72,7,1,-0.0
/animal-shelter/animals/58414,72,10,2,-0.0
/animal-shelter/animals/59758,72,24,3,-66.67
/animal-shelter/animals/60652,72,17,5,-100.0
/city/webcasts,72,122,29,-68.97
/documents/viewDocument.php?document_id=835,72,125,47,-59.57
/engineering/projects/retiming,72,40,31,-58.06
/farmers-market/prepared-food/feast,72,136,33,-84.85
/farmers-market/vendors/driftwood-organics,72,12,10,-100.0
/index.php/animal-shelter/animals/59807,72,13,0,-0.0
/news/2018/01/31/3145,72,22,16,-37.5
/news/2018/12,72,17,5,-80.0
/node/3451,72,165,23,-82.61
/recreation/programs/10161,72,70,64,-85.94
/recreation/programs/10200,72,16,60,-78.33
/recreation/programs/10412,72,95,8,-37.5
/recreation/programs/10420,72,15,4,-100.0
/recreation/programs/10426,72,25,1,-100.0
/recreation/programs/10466,72,99,46,-86.96
/search/node?keys=youth+basketball,72,14,0,-0.0
/transportation/bike/civilstreets,72,63,8,-25.0
/animal-shelter/animals/60774,71,11,0,-0.0
/animal-shelter/animals/61660,71,15,0,-0.0
/departments/hr/jobs/seasonal-laborer-utilities-department-monroe-water-treatment-plant,71,53,0,-0.0
/documents/viewDocument.php?document_id=2357,71,8,54,-68.52
/farmers-market/prepared-food/wild-alaska-salmon-seafood,71,114,37,-89.19
/farmers-market/vendors/mccullough-farms,71,98,18,-77.78
/index.php/city/showers-city-hall,71,137,37,-62.16
/index.php/parks/facilities/twin-lakes-sports-park,71,39,33,-54.55
/news/2017/06/21/919,71,55,28,-39.29
/news/2017/06/30/954,71,95,43,-72.09
/news/2017/12/13/3034,71,129,44,-70.45
/news/2018/02/23/3281,71,49,13,-30.77
/recreation/programs/10310,71,25,11,-27.27
/recreation/programs/10382,71,29,7,-0.0
/recreation/programs/10551,71,127,29,-86.21
/search/node?keys=internships,71,6,0,-0.0
/streets-parking-and-traffic/83,71,123,10,-60.0
/animal-shelter/animals?species=Dog&form_build_id=form-8pTcbQtcW2IQbvI-cAk8NVjRTcUEVjuwbb1clVaSGQE&form_id=asm_animalsearchform&op=Search,70,7,26,-7.69
/animal-shelter/animals/47724,70,16,1,-100.0
/animal-shelter/animals/59205,70,7,3,-66.67
/animal-shelter/animals/59252,70,12,0,-0.0
/animal-shelter/animals/59472,70,23,4,-75.0
/animal-shelter/animals/60402,70,25,2,-50.0
/animal-shelter/animals/60731,70,12,1,-0.0
/animal-shelter/animals/61245,70,47,2,-0.0
/animal-shelter/animals/61414,70,19,2,-100.0
/cemeteries/rose-hill,70,47,33,-33.33
/cemeteries/web-services,70,89,11,-63.64
/directoryjobs,70,45,51,-33.33
/engineering/projects/henderson,70,37,8,-25.0
/farmers-market/vendors/olde-lane-orchard,70,103,18,-83.33
/farmers-market/vendors/schooner-creek-farm,70,99,18,-88.89
/fields,70,99,1,-0.0
/miscellaneous/4,70,97,0,-0.0
/news/2018/11/08/3751,70,59,13,-76.92
/news/2018/12/14/3799,70,68,6,-50.0
/node/3066,70,19,2,-0.0
/recreation/programs/10614,70,270,30,-76.67
/animal-shelter/animals/59147,69,8,0,-0.0
/animal-shelter/animals/59534,69,15,0,-0.0
/animal-shelter/animals/60270,69,17,1,-0.0
/animal-shelter/animals/60541,69,12,3,-66.67
/animal-shelter/animals/60727,69,25,0,-0.0
/engineering/projects/archive,69,29,2,-50.0
/locations/bryan-park-shelter,69,42,28,-46.43
/news/2015/12/22/1441,69,8,1,-0.0
/news/2018/01/02/3054,69,27,12,-0.0
/recreation/programs/10415,69,112,5,-20.0
/sanitation/modernization,69,8,35,-22.86
/animal-shelter/animals/59934,68,10,1,-100.0
/animal-shelter/animals/60109,68,32,2,-100.0
/animal-shelter/animals/60595,68,17,0,-0.0
/animal-shelter/animals/60946,68,8,1,-100.0
/animal-shelter/animals/61012,68,11,1,-100.0
/departments/hr/jobs/community-affairs-and-accreditation-specialist-police-department,68,36,34,-20.59
/documents/viewDocument.php?document_id=2248,68,20,38,-57.89
/engineering/bids,68,18,1,-0.0
/engineering/projects/moores,68,80,2,-50.0
/farmers-market/vendors/hazelbrake-farmbackyard-berry-plants,68,69,18,-83.33
/farmers-market/vendors/weber-sugar-camp,68,41,24,-83.33
/index.php/animal-shelter/animals/59521,68,8,0,-0.0
/mayor/speeches/2018/09/11/3679,68,250,35,-80.0
/news/2008/12/05/1671,68,21,2,-50.0
/news/2014/12/17/1961,68,2,28,-0.0
/news/2017/07/14/1004,68,44,44,-68.18
/news/2018/05/17/3540,68,91,47,-89.36
/search/node?keys=parking+ticket,68,10,1,-0.0
/animal-shelter/animals/58727,67,62,8,-62.5
/animal-shelter/animals/59262,67,19,0,-0.0
/animal-shelter/animals/59444,67,35,1,-0.0
/animal-shelter/animals/59601,67,8,0,-0.0
/animal-shelter/animals/60707,67,12,2,-50.0
/animal-shelter/animals/60917,67,11,1,-0.0
/animal-shelter/animals/61202,67,45,0,-0.0
/animal-shelter/animals/61699,67,18,0,-0.0
/animal-shelter/animals/61700,67,10,0,-0.0
/farmers-market/vendors/good-nature-farm,67,51,15,-100.0
/mayor/mayor-at-market,67,57,10,-50.0
/news/2017/06/19/912,67,150,29,-51.72
/node/3439,67,41,9,-66.67
/recreation/programs/10289,67,38,40,-52.5
/recreation/programs/10597,67,80,1,-100.0
/search/node?keys=parks+and+rec,67,12,1,-0.0
/search/node?keys=police,67,14,1,-0.0
/search/node?keys=zoning,67,17,0,-0.0
/webtrac/cgi-bin/wspd_cgi.sh/wbsearch.html?xxmod=AR&xxtype=ICE,67,12,44,-31.82
/animal-shelter/animals?species=Dog&form_build_id=form-5x-XJNVFuUvkxf2VZ6So2zl8N2ahKor4KqlAZXzniAs&form_id=asm_animalsearchform&op=Search,66,4,1,-0.0
/animal-shelter/animals/57834,66,9,0,-0.0
/animal-shelter/animals/60261,66,32,1,-100.0
/animal-shelter/animals/60498,66,9,0,-0.0
/animal-shelter/animals/61269,66,17,2,-50.0
/animal-shelter/animals/61312,66,32,1,-0.0
/animal-shelter/animals/61765,66,28,0,-0.0
/farmers-market/vendors/canku-luta-gardens,66,80,10,-70.0
/farmers-market/vendors/gypsy-ridge-farms,66,35,15,-93.33
/index.php/animal-shelter/animals/59806,66,14,0,-0.0
/index.php/maps,66,117,28,-57.14
/locations/bloomington-fire-station-4,66,26,26,-65.38
/news/2017/07/28/2753,66,75,32,-56.25
/news/2018/08/09/3637,66,146,28,-78.57
/node/3781,66,176,7,-42.86
/parks/employment/youth-basketball-referee,66,41,1,-100.0
/recreation/fitness/fitness/first-aid,66,11,15,-0.0
/recreation/programs/10601,66,53,0,-0.0
/recreation/programs/10649,66,99,8,-75.0
/search/node?keys=hours,66,12,0,-0.0
/search/node?keys=soccer,66,11,0,-0.0
/animal-shelter/animals/59676,65,17,1,-0.0
/animal-shelter/animals/60188,65,27,3,-100.0
/animal-shelter/animals/61090,65,53,6,-66.67
/animal-shelter/animals/61741,65,22,0,-0.0
/council/meetings/2016,65,274,6,-66.67
/directorybryan_park_pool,65,72,56,-23.21
/farmers-market/vendors/mavourneen-farm,65,97,21,-61.9
/farmers-market/vendors/mcevilly-gardens-llc,65,74,23,-73.91
/index.php/animal-shelter/policies,65,154,7,-28.57
/mayor/,65,48,45,-53.33
/news/2017/04/30/859,65,270,5,-80.0
/recreation/programs/10342,65,15,10,-20.0
/recreation/programs/10372,65,40,16,-31.25
/search/node?keys=directory,65,12,0,-0.0
/search/node?keys=Dog,65,39,1,-0.0
/time,65,25,28,-35.71
/animal-shelter/animals/59451,64,8,1,-100.0
/animal-shelter/animals/60639,64,7,0,-0.0
/animal-shelter/animals/61239,64,37,4,-75.0
/animal-shelter/animals/61488,64,10,1,-0.0
/farmers-market/prepared-food/primally-inspired-eats,64,37,19,-84.21
/farmers-market/vendors/maple-valley-farmharvest-partners,64,35,11,-81.82
/locations/viewLocation.php?location_id=43,64,4,31,-6.45
/news/2016/06/09/2510,64,116,38,-55.26
/parks/employment/griffy-boathouse-leader,64,25,0,-0.0
/recreation/programs/10291,64,18,28,-53.57
/recreation/programs/10362,64,37,8,-75.0
/recreation/programs/10422,64,24,5,-80.0
/recreation/programs/10599,64,33,4,-75.0
/search/node?keys=Adoptable dogs,64,14,1,-100.0
/search/node?keys=animal,64,6,1,-0.0
/animal-shelter/animals/59177,63,8,0,-0.0
/animal-shelter/animals/60063,63,14,2,-50.0
/animal-shelter/animals/60664,63,16,0,-0.0
/animal-shelter/animals/61125,63,17,9,-77.78
/animal-shelter/animals/61234,63,20,0,-0.0
/animal-shelter/animals/61636,63,18,1,-100.0
/boards/status-of-women/meetings/2018,63,88,5,-60.0
/departments/hr/jobs/animal-shelter-adoption-intern-public-works-animal-care-control,63,88,14,-78.57
/documents/viewDocument.php?document_id=530,63,20,34,-26.47
/farmers-market/prepared-food/piccoli-dolci,63,72,23,-91.3
/farmers-market/vendors/martin-hollow-farm,63,44,20,-80.0
/index.php/animal-shelter/animals/59729,63,27,0,-0.0
/index.php/departments/transit,63,48,50,-90.0
/index.php/farmers-market/recipes,63,198,53,-90.57
/index.php/parks/trails,63,39,33,-39.39
/news/2018/10/23/3735,63,104,24,-79.17
/recreation/programs/10360,63,24,9,-33.33
/recreation/programs/10396,63,37,16,-50.0
/recreation/programs/10405,63,18,19,-68.42
/recreation/programs/10456,63,93,25,-76.0
/search/node?keys=recycling,63,10,0,-0.0
/animal-shelter/animals/58425,62,12,2,-0.0
/animal-shelter/animals/58515,62,8,2,-0.0
/animal-shelter/animals/59151,62,12,1,-0.0
/animal-shelter/animals/61059,62,20,0,-0.0
/animal-shelter/animals/61228,62,10,0,-0.0
/animal-shelter/animals/61647,62,20,1,-100.0
/boards/economic-development/meetings/2018,62,57,1,-0.0
/boards/zoning-appeals/meetings/2017,62,106,1,-0.0
/departments/hr/jobs/temporary-part-time-laborer-utilities-department-monroe-water-treatment-plant,62,26,4,-25.0
/documents/viewDocument.php?document_id=5766,62,26,35,-60.0
/farmers-market/vendors/grabers-produce,62,30,15,-86.67
/index.php/departments/office-of-the-mayor,62,320,29,-86.21
/index.php/departments/public-works/street,62,59,47,-68.09
/index.php/utilities/forms,62,159,6,-100.0
/locations/viewLocation.php?location_id=202,62,66,42,-52.38
/news/2018/02/05/3152,62,29,11,-0.0
/news/2018/03/20/3402,62,82,23,-65.22
/news/2018/06/22/3572,62,116,40,-85.0
/node/3442,62,53,2,-100.0
/recreation/programs/10245,62,185,50,-84.0
/recreation/programs/10559,62,49,23,-100.0
/search/node?keys=Trash,62,11,0,-0.0
/transportation/bike/biking-taskforce,62,134,4,-100.0
/utilities/pretreatment/residential/fog,62,58,10,-100.0
/animal-shelter/animals/57833,61,57,3,-33.33
/animal-shelter/animals/59508,61,5,0,-0.0
/animal-shelter/animals/59513,61,14,2,-50.0
/animal-shelter/animals/60066,61,29,0,-0.0
/animal-shelter/animals/60092,61,9,0,-0.0
/animal-shelter/animals/60455,61,19,0,-0.0
/animal-shelter/animals/61151,61,6,1,-100.0
/council/legislation/Ordinance/2012/12-23,61,208,30,-56.67
/farmers-market/vendors/reeves-greenhouse-farm-market,61,57,21,-90.48
/index.php/animal-shelter/lost,61,14,1,-100.0
/locations/street-department,61,16,18,-38.89
/news/2017/07/13/988,61,55,26,-30.77
/news/2017/10/31/2955,61,158,23,-17.39
/news/2017/11/13/2981,61,34,25,-48.0
/node/3443,61,34,14,-78.57
/recreation/programs/10444,61,61,14,-71.43
/recreation/programs/10465,61,177,42,-66.67
/recreation/programs/10475,61,42,4,-100.0
/recreation/programs/10519,61,87,8,-100.0
/recreation/programs/10613,61,72,18,-88.89
/search/node?keys=kid+city,61,9,1,-0.0
/search/node?keys=swim+lessons,61,10,0,-0.0
/search/node?keys=Youth+basketball,61,15,0,-0.0
/sites/default/files/2017-05/rose_hill_brochure.pdf,61,30,51,-68.63
/animal-shelter/animals?species=Dog&form_build_id=form-5DSnbh_H2YmQF4WjUjB6_xsWuGV9BXP2uo-aVX_S5wQ&form_id=asm_animalsearchform&op=Search,60,8,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-uWZbS5NouWfwESBEPM8cu76Jq3-1srzC6LUxToIJDQc&form_id=asm_animalsearchform&op=Search,60,8,0,-0.0
/animal-shelter/animals/58641,60,17,0,-0.0
/animal-shelter/animals/59051,60,11,1,-100.0
/animal-shelter/animals/60468,60,20,1,-100.0
/animal-shelter/animals/60748,60,14,1,-100.0
/animal-shelter/animals/61456,60,45,0,-0.0
/animal-shelter/animals/61786,60,41,0,-0.0
/animal-shelter/animals/61848,60,17,0,-0.0
/farmers-market/vendors/goose-creek-farm,60,15,9,-100.0
/farmers-market/vendors/sycamore-run-farm,60,42,22,-95.45
/index.php/sanitation/trash,60,112,4,-75.0
/media/media/application/pdf/7159.pdf,60,93,43,-72.09
/news/2017/12/13/3037,60,22,23,-39.13
/news/2018/05/10/3530,60,280,34,-79.41
/news/2018/08/23/3650,60,127,27,-88.89
/parks/community-events/nature,60,135,35,-62.86
/recreation/programs/10270,60,20,30,-30.0
/recreation/programs/10295,60,41,29,-37.93
/recreation/programs/10657,60,152,4,-50.0
/animal-shelter/animals/59943,59,14,3,-66.67
/animal-shelter/animals/60555,59,44,2,-50.0
/animal-shelter/animals/61000,59,16,1,-0.0
/animal-shelter/animals/61664,59,21,0,-0.0
/cemeteries/plot-guidelines,59,25,30,-63.33
/farmers-market/vendors/stolls-greenhouse,59,35,24,-87.5
/index.php/animal-shelter/animals/59525,59,28,0,-0.0
/index.php/utilities/faqs,59,135,21,-76.19
/locations/,59,18,30,-43.33
/media/media/application/pdf/6239.pdf,59,13,37,-40.54
/news/2016/02/17/2405,59,34,22,-9.09
/news/2018/06/15/3570,59,149,27,-81.48
/node/3045,59,68,12,-0.0
/node/3457,59,10,21,-100.0
/parks/employment/basketball-ref,59,32,30,-73.33
/parks/employment/ice-skating-instructor,59,82,4,-75.0
/parks/employment/kid-city-ivy-arts-supervisor,59,23,4,-25.0
/recreation/programs/10492,59,55,2,-50.0
/recreation/recreation/live-learn,59,13,0,-0.0
/search/node?keys=Adoptable+dogs,59,22,0,-0.0
/search/node?keys=building+permit,59,10,0,-0.0
/search/node?keys=Sailing,59,14,0,-0.0
/search/node?keys=staff+directory,59,12,0,-0.0
/animal-shelter/animals/58447,58,46,0,-0.0
/animal-shelter/animals/58769,58,57,5,-40.0
/animal-shelter/animals/59255,58,14,2,-100.0
/animal-shelter/animals/59438,58,6,0,-0.0
/animal-shelter/animals/59831,58,20,1,-100.0
/animal-shelter/animals/60499,58,7,0,-0.0
/animal-shelter/animals/60605,58,22,1,-100.0
/animal-shelter/animals/60767,58,46,13,-84.62
/animal-shelter/animals/61033,58,14,0,-0.0
/boards/domestic-violence/meetings/2018,58,67,5,-0.0
/documents/az_index.php,58,69,12,-33.33
/documents/viewDocument.php?document_id=1758,58,123,35,-62.86
/engineering/projects/2nd-college,58,40,0,-0.0
/farmers-market/vendors/mcmahans-natural-garden-farms,58,101,24,-91.67
